REF	Company (Manufacturer)	Company Location	Review Date	Country of Bean Origin	Specific Bean Origin or Bar Name	Cocoa Percent	Ingredients	Most Memorable Characteristics	Rating
2286	Tala	Vietnam	2019	Vietnam	Vietnam	70%	3- B,S,C	cocoa,sweet,fatty, cardboard	2.75
2434	Svenska Kakaobolaget	Sweden	2019	Tanzania	Kokoa Kamili, 2017 harvest	74%	2- B,S	fruit, burnt, harsh	2.75
2374	Bean	U.K.	2019	Peru	Peru	70%	4- B,S,C,V	strong vanilla, off notes	2.25
2366	Solkiki	U.K.	2019	Philippines	Kablon Farms, Red Pod, 2018 harvest	70%	3- B,S,C	intense, dirty,floral,medicinal	2.5
2370	Shane Chocolate Works	U.S.A.	2019	Guatemala	Guatemala	70%	3- B,S,C	spicy, rich cocoa, sweet	3
2370	Shane Chocolate Works	U.S.A.	2019	Colombia	Colombia	70%	3- B,S,C	black pepper, astringent	3
2366	Shane Chocolate Works	U.S.A.	2019	Belize	Belize	70%	3- B,S,C	full cocoa flavor	3.5
2446	Seahorse	U.S.A.	2019	Uganda	Semuliki Forest	70%	2- B,S	cocoa, roasty, sticky	3.5
2446	Seahorse	U.S.A.	2019	Fiji	Matasawalevu	70%	2- B,S	sharp, raw, metallic	2.75
2294	Bankston	U.S.A.	2019	Uganda	Uganda	82%	3- B,S,C	bitter, fatty, mild fruit	2.75
2294	Bankston	U.S.A.	2019	Tanzania	Kokoa Kamili	72%	3- B,S,C	base cocoa, mild fruit, roasty	3.25
2290	Bankston	U.S.A.	2019	Belize	Belize	72%	3- B,S,C	gritty, fatty, sour, off	2.5
2354	River-Sea	U.S.A.	2019	Peru	Ucayali	70%	3- B,S,C	fatty, rubbery, off	2.5
2354	River-Sea	U.S.A.	2019	Fiji	Vanua Levu, Matasawalevu	70%	3- B,S,C	fatty, rubbery, nutty	2.5
2418	Ritual	U.S.A.	2019	Trinidad	Jagassar Estate, Moruga Region, microlot	80%	2- B,S	rich brownie, dried fruit	3.5
2282	Ritual	U.S.A.	2019	Nicaragua	La Colonia, Enliven Cacao	70%	2- B,S	complex, honey, fruit, nut	3.5
2334	Raphio	U.S.A.	2019	Nicaragua	Matagalpa	72%	3- B,S,C	grassy, earthy, roasty, dirty	3.5
2330	Raphio	U.S.A.	2019	Dominican Republic	Oko Caribe, San Fran. De Macoris, El Cibao	72%	3- B,S,C	floral, roasted cacao, dirty	3.5
2426	Qantu	Canada	2019	Peru	Chunchu, Ayacucho, lot 208	70%	3- B,S,C	bold, nutty, floral, wine	3.75
2318	Public Chocolatory	South Korea	2019	Vietnam	Vietnam	70%	2- B,S	fruit, tart, fertilzer	2.75
2410	Pralus	France	2019	Venezuela	Barlovento	75%	4- B,S,C,L	roasty, black licorice, rubbery	3
2410	Pralus	France	2019	Trinidad	Trinidad	75%	4- B,S,C,L	tobacco,deep cocoa, sl. burnt	3.25
2414	Pralus	France	2019	Tanzania	Tanzanie	75%	4- B,S,C,L	spicy, cocoa	3.5
2410	Pralus	France	2019	Sao Tome & Principe	Sao Tome & Principe	75%	4- B,S,C,L	deep cocoa, fatty, mild ashey	3.5
2406	Pralus	France	2019	Papua New Guinea	Papouasie	75%	4- B,S,C,L	complex, smoke, intense, ham	3
2414	Pralus	France	2019	Madagascar	Nosy Be Isle.	75%	4- B,S,C,L	high acidity,roasty,sour,chalky	3
2410	Pralus	France	2019	Indonesia	Java	75%	4- B,S,C,L	fruit, woody, ashey, fatty	3
2414	Pralus	France	2019	Ghana	Ghana	75%	4- B,S,C,L	rich cocoa, fatty, roasty	3.25
2418	Pralus	France	2019	Ecuador	Equateur	75%	4- B,S,C,L	dried fruit, floral	3.5
2418	Pralus	France	2019	Colombia	Colombie	75%	4- B,S,C,L	sandy, coffee, sweet, roasty	3
2342	Pierre Marcolini	Belgium	2019	Madagascar	Sambirano, Rieur, Ambanja	76%	4- B,S,C,L	powdery, roasty, off flavor	3
2342	Pierre Marcolini	Belgium	2019	Cameroon	Haut Penja, Transporte	70%	4- B,S,C,L	rich cocoa, off flavor	3
2294	Petite Patrie	Canada	2019	Peru	Ucayali, batch PR-17	70%	4- B,S,C,L	off aroma, anise, dried fruit	3.25
2434	Atypic	Australia	2019	Solomon Islands	Solomon Islands	70%	4- B,S,C,L	off aroma,vegetal,honey,sandy	3
2274	Parre Chocolat	U.S.A.	2019	Guatemala	Guatemala	75%	3- B,S,C	fatty, woody, poor aftertaste	2.75
2274	Parre Chocolat	U.S.A.	2019	Dominican Republic	Dominican Republic	75%	3- B,S,C	rubbery, buttery, soil	2.75
2278	Parre Chocolat	U.S.A.	2019	Colombia	Colombia	75%	3- B,S,C	nut, roasty, high astringent	3
2334	Pangea	Spain	2019	Philippines	South Cotabato	76%	2- B,S	burnt caramel, coffee	3
2302	Pangea	Spain	2019	Peru	Chilique	71%	2- B,S	sandy, fruit, cocoa, sour	3.5
2298	Pangea	Spain	2019	Madagascar	Sambirano	76%	2- B,S	fruit, sour, roasty	3.25
2302	Pangea	Spain	2019	Dominican Republic	Caribe	76%	2- B,S	cocoa, earthy, roasty	3.25
2334	Pangea	Spain	2019	Bolivia	Alto Beni, batch 100518	76%	2- B,S	harsh, tobacco, roasty	2.75
2298	Pangea	Spain	2019	Belize	Maya Mtn	75%	2- B,S	fig, sour, rubbery	3.25
2286	Palette de Bine	Canada	2019	Peru	Maranon, batch 28	70%	2- B,S	intense spicy, floral	3.5
2386	Obolo	Chile	2019	Peru	Pangoa, 2018, batch 1584 - E	70%	2- B,S	intense grapes, sweet cocoa	3.75
2282	Ninth (9th) & Larkin	U.S.A.	2019	Fiji	Matasawalevu, batch FJMA1	74%	3- B,S,C	sour, rubbery, off	2.75
2394	Ninth (9th) & Larkin	U.S.A.	2019	Colombia	Sierra Nevada, batch CSN192	72%	3- B,S,C	strong base cocoa, rubber	3.25
2398	Nikoa	Ecuador	2019	Ecuador	Los Rios, Dec. 2018 H., Batch 2	72%	3- B,S,C	floral, cocoa, creamy	3.75
2458	Naïve	Lithuania	2019	Nicaragua	Rugoso, nanolot for Cacao Review	67%	3- B,S,C	strong, rubbery, woody, sweet	2.75
2418	Naïve	Lithuania	2019	El Salvador	Finca Concepcion, nano-lot	70%	3- B,S,C	bold, savory, creamy	3.25
2450	Moka Origins	U.S.A.	2019	Tanzania	Kokoa Kamili	72%	2- B,S	cocoa, fig, classic	3.75
2350	Moka Origins	U.S.A.	2019	Sierra Leone	Gola Rainforest	72%	3- B,S,C	roasty, honey, sweet	3
2338	Moka Origins	U.S.A.	2019	Dominican Republic	Zorzal Estate	70%	2- B,S	dark berry, earthy	3.5
2354	Mission	Brazil	2019	U.S.A. (Puerto Rico)	Puerto Rico, 2018 harvest	70%	3- B,S,C	powdery, intense, floral	3
2370	Mirzam	U.A.E.	2019	Tanzania	Kokoa Kamili	72%	3- B,S,C	complex, fruit, nut, rich	3.75
2382	Mindo	U.S.A.	2019	Ecuador	Ecuador, lot# 181220	67%	3- B,S,C	sandy, harsh, floral	2.75
2346	Millesime	Belgium	2019	India	Kaithapara Village, Idukki, Kerala, 2017 H.	74%	3- B,S,C	dry, sandy, empty, sweet	3
2346	Millesime	Belgium	2019	Ecuador	Los Rios, Arriba, 2017 Harvest	70%	3- B,S,C	sandy, nutmeg, astringent	3
2346	Millesime	Belgium	2019	Brazil	Fazenda Leolinad, Bahia, 2017 H.	76%	3- B,S,C	dry, sandy, dirt, empty	3
2438	Michel Cluizel	France	2019	Guatemala	La Laguna Plantation	70%	4- B,S,C,V	dairy, cocoa, fatty, apple	3.5
2270	Michel Cluizel	France	2019	Brazil	Riachuelo Plantation	70%	4- B,S,C,V	sandy, grits, nutty, vanilla	3
2362	Mellow	Denmark	2019	Tanzania	Kokoa Kamili, 2018 harvest, Mbingu Village	70%	2- B,S*	creamy, coconut, cocoa	3.25
2362	Mellow	Denmark	2019	Philippines	Kablon Farms, Mindanao Island, 2018 harvest	70%	2- B,S*	smooth, coconut, cocoa	3.25
2362	Mellow	Denmark	2019	Ecuador	Camino Verde, Duran Region	85%	2- B,S*	floral, earthy, bitter	2.5
2362	Mellow	Denmark	2019	Dominican Republic	Oko Caribe, El Cibao, 2018 Harvest	70%	2- B,S*	dry, floral, dirty, coconut	2.75
2442	Manoa	U.S.A.	2019	U.S.A.	Hawai'i Island, Hilo and Kona regions	70%	3- B,S,C	dried fruit,spicy,sticky,intense	3.5
2426	MaDe Atlantic City Chocolate Bar	U.S.A.	2019	Uganda	Uganda	75%	3- B,S,C	gritty, roasty, rubbery	2.5
2430	MaDe Atlantic City Chocolate Bar	U.S.A.	2019	Ghana	Ghana	75%	3- B,S,C	gritty, cocoa base, ashey	2.75
2330	Arete	U.S.A.	2019	India	Jangareddygudem	70%	3- B,S,C	herbs, mushroom, acidic	3.25
2338	Letterpress	U.S.A.	2019	Jamaica	Bachelor's Hall, batch 0001	70%	3- B,S,C	woody, mocha, molasses	3.25
2442	Letterpress	U.S.A.	2019	Bolivia	Tranquilidad, beniano	70%	3- B,S,C	spoiled milk, sweet, molasses	3.25
2450	Arete	U.S.A.	2019	India	Idukki	70%	3- B,S,C	burn butterscotch, rubbery	3
2266	Legast	Belgium	2019	Peru	Piura	70%	3- B,S,C	sandy, light color, grape	3.5
2262	Legast	Belgium	2019	Costa Rica	Upala	70%	3- B,S,C	base cocoa, mild ham, woody	3.25
2266	Legast	Belgium	2019	Colombia	Chucuri, finca los lagos el Carmen	70%	3- B,S,C	sandy, off, hammy	2.75
2358	La Feverie (Hasnaa)	France	2019	Peru	Piura Blanco, 2018 harvest	72%	2- B,S	sandy, grapes	3.5
2426	La Cascade du Chocolat	U.S.A.	2019	Fiji	Fiji, batch 51019	68%	3- B,S,C	unrefined, sweet, basic cocoa	3
2282	Krak	Netherlands	2019	Papua New Guinea	Gazelle	70%	2- B,S	astringent, smomkey cocoa	3.25
2286	Krak	Netherlands	2019	Colombia	H. Betulia B6	70%	2- B,S	light color,	3
2334	Kaitxo	Spain	2019	Tanzania	Morogoro, Kamili, Kilombero Valley, batch 13	75%	3- B,S,C	base cocoa, fruit, fatty	3.25
2338	Kaitxo	Spain	2019	Peru	Chulucanas, Piura, Cesar Vallejo-farmer	75%	3- B,S,C	muted, grapes, astringent	3
2338	Kaitxo	Spain	2019	Nicaragua	San Juan Coop, El Castillero	75%	3- B,S,C	spicy, tobacco	3
2454	Kah Kow - USA	U.S.A.	2019	Dominican Republic	Los Bejucos, Collection 01, Rizek	65%	4- B,S,C,L	creamy, distinct, dried fruit	3.75
2422	Kah Kow - USA	Dominican Republic	2019	Dominican Republic	Dominican Nacional, Collection 01	68%	4- B,S,C,L	creamy, floral, dried fruit	3.75
2390	Kah Kow - USA	Dominican Republic	2019	Dominican Republic	Mata Larga	71.5%	3- B,S,C	creamy, balanced, fig, cocoa	3.5
2454	Kah Kow - USA	U.S.A.	2019	Dominican Republic	El Valle, Collection 01, Rizek	72%	4- B,S,C,L	creamy, black tea, vegetal	3
2394	Kah Kow - USA	Dominican Republic	2019	Dominican Republic	El Antiguo (Monet Plata & Duarte )	70%	3- B,S,C	sandy, sweet, acidic	3
2386	Hotel Chocolat	U.K.	2019	Tanzania	Kilombero Valley	80%	4- B,S,C,L	fatty, mild bitter, banana	3
2386	Hotel Chocolat	U.K.	2019	Honduras	Copan	72%	4- B,S,C,L	sour raisin, woody, fatty	3
2426	Hogarth	New Zealand	2019	Venezuela	Porcelana, Lake Maracaibo	68%	3- B,S,C	high acid,sweet,nut,strawberry	3.25
2450	Hogarth	New Zealand	2019	Ecuador	Hacienda Victoria	85%	3- B,S,C	butterscotch, burnt cinnamon	3.5
2302	Heinde & Verre	Netherlands	2019	Venezuela	Porcelana, Maracaibo	71%	4- B,S,C,L	nutty, sweet, fatty, sandy	3
2302	Heinde & Verre	Netherlands	2019	Indonesia	Pulau, Bali	71%	4- B,S,C,L	rubber, fatty, sandy,grape	2.5
2306	Heinde & Verre	Netherlands	2019	Blend	Dutch Blend, Ven.- Bali- Trinidad	71%	4- B,S,C,L	sandy, fatty, chemical	2.5
2378	Hazel Hill	U.S.A.	2019	Tanzania	Kokoa Kamili	72%	3- B,S,C	cocoa, fatty, fruit	3.25
2382	Hazel Hill	U.S.A.	2019	Peru	Maranon	65%	3- B,S,C	pungent, chemical	2.75
2378	Hazel Hill	U.S.A.	2019	Dominican Republic	Oko Caribe	70%	3- B,S,C	earthy, dirty, dried fruit	3.5
2270	Harris & James	U.K.	2019	Vietnam	Ben Tre, batch 133	70%	3- B,S,C	sandy, brownie, coconut	3.25
2330	Harris & James	U.K.	2019	India	Kerla	70%	3- B,S,C	sandy, sweet, cocoa	3
2382	Green Bean to Bar	Japan	2019	Peru	Nativo Blanco	73%	2- B,S	sour grapes, pungent, ashey	2.5
2446	Goodnow Farms	U.S.A.	2019	Costa Rica	Coto Brus	73%	3- B,S,C	floral, rubbery, woody	3
2446	Goodnow Farms	U.S.A.	2019	Colombia	Boyaca	73%	3- B,S,C	acidic, mildly burnt, metallic	2.5
2282	Georgia Ramon	Germany	2019	Venezuela	Chuao	75%	3- B,S,C	earthy, roasty, strong vanilla	2.75
2278	Fruition	U.S.A.	2019	Madagascar	Sambirano, Akessons, batch 1	74%	2- B,S	balanced, fruit, nut, roasty	3.75
2366	Fruition	U.S.A.	2019	Colombia	Tumaco, batch 2	85%	2- B,S	black current,bitter,astringent	3.5
2434	Amedei	Italy	2019	Blend	Toscano Black	70%	3- B,S,C	nut, fatty, rubbery, rich	2.75
2430	French Broad	U.S.A.	2019	India	Animalai, batch 1063	71%	3- B,S,C	tea, spicy, sweet	3.25
2322	Foundry	New Zealand	2019	Vanuatu	Masidau Farm, batch VM021	70%	2- B,S	fruit, smokey, mocha	3
2318	Foundry	New Zealand	2019	Tanzania	Kilombero Valley, 2017 h., batch TK020	70%	2- B,S	nutty, bland, late sour	3.25
2326	Foundry	New Zealand	2019	Peru	Ucayali, 2017 h., batch PU024	70%	2- B,S	fig, mild anise	3.75
2318	Foundry	New Zealand	2019	Papua New Guinea	Kulkul P., Karkar Island, 2018 h., batch PK019	70%	2- B,S	off, tropical, vegetal, rubbery	3
2322	Foundry	New Zealand	2019	Ecuador	Camino Verde, 2017 h., batch EC019	70%	2- B,S	floral, orange, cocoa	3.75
2322	Foundry	New Zealand	2019	Colombia	Tumaco, 2017 h., batch U022	70%	2- B,S	dirty, roasty, acidic	3
2322	Foundry	New Zealand	2019	Bolivia	Alto Beni, 2017 h.	70%	2- B,S	honey, mild floral, mild off	3
2430	Fossa	Singapore	2019	Mexico	Finca La Rioja E., Cacahoatan, Chiapas, microlot	70%	2- B,S	sticky, dried sour fruit, roasty	3
2430	Fossa	Singapore	2019	Madagascar	Ottange Farm, Mava Plantation, Sambirano	70%	2- B,S	roasted nuts, citrus, creamy	3.5
2398	Firetree	U.K.	2019	Vanuatu	Malekula Island	72%	4- B,S,C,L	cherry, cocoa, creamy	3.75
2398	Firetree	U.K.	2019	Solomon Islands	Guadalcanal	69%	4- B,S,C,L	plums, cocoa	3.5
2398	Firetree	U.K.	2019	Philippines	Mindanao Island	73%	4- B,S,C,L	creamy, honey, mild hammy	3.25
2394	Firetree	U.K.	2019	Papua New Guinea	Karkar Island	72%	4- B,S,C,L	caramel, acidic, creamy	3.5
2450	Exquisito	U.S.A.	2019	Peru	Maranon, Fortunato	73%	3- B,S,C	dominated by heavy roast	3
2458	5150	U.S.A.	2019	Dominican Republic	Zorzal, batch 1	76%	3- B,S,C	cocoa, vegetal, savory	3.5
2142	Ethereal	U.S.A.	2018	Guatemala	Guatemala	80%	3- B,S,C	prominent plum note	3.5
2198	ENNA	U.S.A.	2018	Vietnam	Ben Tre, batch 77	72%	2- B,S	intens, brownie, spicy, metal	3
2118	Encuentro	France	2018	Madagascar	Bejofo	70%	2- B,S	fruity, roasty	3.5
2108	Encuentro	France	2018	Haiti	Pisa w/ nibs	70%	2- B,S	simple, mild cocoa, fruit	3.5
2108	Encuentro	France	2018	Guatemala	Asochivite	70%	2- B,S	spicy, sweet,	3.5
2114	Encuentro	France	2018	Dominican Republic	Oko Caribe	70%	2- B,S	earthy, floral, cocoa	3.25
2040	Durci	U.S.A.	2018	Peru	Piura Blanco	70%	3- B,S,C	smoth, dense, grape	4
2100	Duffy's	U.K.	2018	Guatemala	Mayan Red	80%	4- B,S,C,L	intense earthy, cocoa, roasty	3.25
2052	Dormouse	U.K.	2018	Philippines	Kablon Farm, batch 242	71.5%	3- B,S*,C	molasses notes from sugar	2.75
2096	Dormouse	U.K.	2018	Peru	Piura, batch 274	80%	2- B,S*	molasses, fruit	3.5
2052	Dormouse	U.K.	2018	Guatemala	Verapaz, batch 254	72%	3- B,S*,C	near perfect shine, cocoa	3.5
2040	Domori	Italy	2018	Tanzania	Tanzania	70%	2- B,S	creamy, sticky, fruit	4
2258	Dick Taylor	U.S.A.	2018	Fiji	Vanua Levu, Matasawalevu	80%	2- B,S	cocoa, tea, malt	3.75
2044	Altus aka Cao Artisan	U.S.A.	2018	Dominican Republic	Oko Caribe	70%	3- B,S,C	sweet, coarse, nutty	3
2222	Definite	Dominican Republic	2018	Dominican Republic	Duarte Province	80%	2- B,S	mild bitter, fatty, grassy	3
2222	Definite	Dominican Republic	2018	Dominican Republic	Duarte Province	70%	2- B,S	dirty, floral, unrefined	2.5
2222	Definite	Dominican Republic	2018	Dominican Republic	Elvesia	70%	2- B,S	metallic, dirt/ earthy	2.5
2178	Dandelion	U.S.A.	2018	Sierra Leone	Gola Rainforest, 2017 harvest	70%	2- B,S	vegetal, high astringency	3
2178	Dandelion	U.S.A.	2018	India	Anamalai, 2017 harvest	70%	2- B,S	ripe orange, citrus	3.5
2178	Dandelion	U.S.A.	2018	Honduras	WAMPU, La Mosquitia, 2017 harvest	70%	2- B,S	nutty, moderate acidity	3.25
2064	Damson	U.K.	2018	Blend	Angel Bar, Nicaragua, Madagascar	65%	4- B,S,C,L	sweet, vinegar	2.5
2226	Christopher Elbow	U.S.A.	2018	Peru	Ucayali	75%	3- B,S,C	bold, spice, hit of anise	3.75
2250	Christophe Toury	U.S.A.	2018	Peru	Ucayali, batch 1	70%	2- B,S	sweet, sandy, spicy	2.75
2080	Chocolibrium	U.S.A.	2018	Peru	Ucayali	70%	2- B,S	sandy, sweet	2.75
2080	Chocolibrium	U.S.A.	2018	India	Anamalai, Tamil Nadu	63%	3- B,S,C	sandy, tart, ham, sweet	2.5
2080	Chocolibrium	U.S.A.	2018	Guatemala	Monte Grande Plantation, Coatepeque	76%	2- B,S	high astringent, fruit, roasty	2.75
2134	Chocolates by Josh (Box Chocolate)	U.S.A.	2018	Dominican Republic	Zorzal	72%	3- B,S,C	spicy, banana	3.25
2202	Chequessett	U.S.A.	2018	Peru	Ucayali River	72%	3- B,S,C	spicy, chocolatey, atypical	3
2238	Chapon	France	2018	Venezuela	San Esteban (Chloe, Maria, Patrice)	68%	3- B,S,C	butter, roasty, cocoa, nutty	3.5
2154	Casa	U.S.A.	2018	Blend	Ecuador, Vietnam	75%	2- B,S	off notes, vanilla	2
2084	Cacaodada	South Korea	2018	Ghana	Ghana	70%	 	high astringent, earthy	3
2084	Cacaodada	South Korea	2018	Ecuador	Ecuador	70%	 	floral, rum	3.5
2084	Cacaodada	South Korea	2018	Dominican Republic	Dominican Republic	70%	 	creamy, complex, astingent	3.25
2206	A. Morin	France	2018	Venezuela	Porcelana	70%	4- B,S,C,L	alluring aroma, powdery,nutty	3.5
2076	Cacao Gonzales	U.S.A.	2018	Venezuela	Chuao	70%	2- B,S	poor texture, earthy	3
2238	Cacao de Origen	Venezuela	2018	Venezuela	Carupano Pintao	75%	2- B,S	sandy, chalky, earthy	2.75
2226	Cacao Betulia	Switzerland	2018	Colombia	H. Betulia, Antioquia, B6	72%	2- B,S	light color, creamy, hazelnut	3.75
2230	Cacao Betulia	Switzerland	2018	Colombia	H. Betulia, Antioquia, B9	72%	2- B,S	light color, dirty, astringent	3
2226	Cacao Betulia	Switzerland	2018	Colombia	H. Betulia, Antioquia, B8	72%	2- B,S	light color, dirty, musty	2.5
2052	Bullion	U.K.	2018	Guatemala	Lanquin, No.3, Batch 21, 2016	70%	3- B,S,C	roasty and under refined	3
2052	Bullion	U.K.	2018	Bolivia	Alto Beni, No.2, Batch 17, 2016	70%	3- B,S,C	dirt, earthy, floral	2.5
2194	Brasstown	U.S.A.	2018	Peru	Ucayali	70%	3- B,S,C	sweet, rich mocha, acidic	3.75
2254	Brasstown	U.S.A.	2018	Ecuador	Esmeraldas	75%	3- B,S,C	balanced, floral, honey	3.5
2096	Brasstown	U.S.A.	2018	Bolivia	Wild Bolivia, Sucre	70%	3- B,S,C	nuts, fruit	4
2206	A. Morin	France	2018	Peru	Absolu	63%	4- B,S,C,L	sweet, dairy, spice, cocoa	3.75
2246	Bonnat	France	2018	Peru	Madre de Dios	75%	3- B,S,C	oily, subtle, mild coffee	4
2250	Bonnat	France	2018	Blend	El Rosario, Xoconuzco, Cusco, Sambirano	75%	3- B,S,C	creamy, rich, complex	4
2108	Bixby	U.S.A.	2018	Haiti	Haiti	70%	2- B,S	floral, molasses, chemical	3
2114	Bixby	U.S.A.	2018	Guatemala	Guatemala	70%	2- B,S	molasses, earthy, spicy	3
2114	Bixby	U.S.A.	2018	Dominican Republic	Dominican Republic	70%	2- B,S	sweet, sour milk	3.25
2084	Bitacora	Venezuela	2018	Venezuela	Aragua	70%	4- B,S,C,L	smooth texture, earthy, nutty	3.5
2088	Bitacora	Venezuela	2018	Venezuela	Carabobo	70%	4- B,S,C,L	fatty, bland, nutty	3
2088	Bitacora	Venezuela	2018	Venezuela	Merida	70%	4- B,S,C,L	gritty, spicy, earthy	3
2170	Zotter	Austria	2018	Congo	Mountains of the Moon	70%	3- B,S,C	fatty, mild nuts, mild fruit	3.25
2036	Zotter	Austria	2018	Blend	Dry Aged, 30 yr Anniversary bar	75%	3- B,S,C	fatty, earthy, cocoa	3
2170	Zotter	Austria	2018	Belize	Maya Mtn	72%	3- B,S,C	muted, roasty, accessible	3.5
2048	Zoto (Chocolatoa)	Belgium	2018	Nicaragua	El Castillero, batch ca1705, 3 turns	70%	3- B,S,C	large grits, sweet, dried fruit	3.75
2064	Zoto (Chocolatoa)	Belgium	2018	Nicaragua	Rugoso	75%	3- B,S,C	sandy, basic cocoa	3.25
2044	Zoto (Chocolatoa)	Belgium	2018	Nicaragua	Jeru Antiguo, batch jan705, 2 turns	72%	3- B,S,C	intense earthy	3
2230	Zoto (Chocolatoa)	Belgium	2018	DR Congo	Kilimamwenza, Ituri Province	68%	3- B,S*,C	fatty, herbal, earthy	3
2092	White Label aka Mutari	U.S.A.	2018	Tanzania	Kokoa Kamili	68%	3- B,S,C	nuts, fruit, poor aftertaste	3
2096	White Label aka Mutari	U.S.A.	2018	Bolivia	Alto Beni	72%	3- B,S,C	creamy, fruit, poor aftertaste	3
2182	Vivra	U.S.A.	2018	Haiti	Pisa, Adul de Nord	70%	5- B,S,C,V,L	vanilla, late cocoa notes	2.5
2178	Vivra	U.S.A.	2018	Bolivia	Alto Beni	70%	5- B,S,C,V,L	earthy, vanilla	2.5
2186	Vicuna	U.S.A.	2018	Guatemala	Alta Verapaz	70%	2- B,S	earthy, sour, intense	3
2190	Vicuna	U.S.A.	2018	Dominican Republic	San Francisco de Macoris	70%	2- B,S	dark berry, roasty	3.25
2186	Vicuna	U.S.A.	2018	Bolivia	Palos Blancos	70%	2- B,S	smokey, earthy, nutty	2.75
2246	Benns	Singapore	2018	Vietnam	Vung Tau	72%	4- B,S,C,L	gummy, roasty, fatty	3
2210	Utopick	Spain	2018	Nicaragua	Nugo	70%	3- B,S,C	roasty cocoa	3.75
2246	Benns	Singapore	2018	Malaysia	Sungai Ruan, Koh Farm	72%	4- B,S,C,L	off aroma, smokey, off note	3
2246	Benns	Singapore	2018	India	Anamalai, 2018 harvest	72%	4- B,S,C,L	gummy, fatty, sour	3
2218	Tribar	Peru	2018	Peru	Piura, Gran Chilique	70%	3- B,S,C	sweet, pungent grape, acidic	3.5
2210	Tribar	Peru	2018	Peru	Ucayali	73%	3- B,S,C	powdery, complex, rubber	3
2064	Tosier	U.K.	2018	Haiti	Acul du Nard	70%	3- B,S,C	metallic, astringent	2.75
2060	Tosier	U.K.	2018	Bolivia	Alto Beni, 2016	70%	3- B,S,C	spicy, cocoa, sweet	3
2060	Tosier	U.K.	2018	Belize	Maya Mtn.	70%	3- B,S,C	honey, caramel	3.5
2182	Tibito	Colombia	2018	Colombia	Putumayo, lot 021	70%	3- B,S,L	spicy, marshmallow	3.25
2182	Tibito	Colombia	2018	Colombia	Meta, lot 052	70%	3- B,S,L	floral, vegetal	3
2190	Belvie	Vietnam	2018	Vietnam	Lam Dong	75%	3- B,S,C	high acidity, nutty, roasty	3.25
2230	Sweet Escalier	Japan	2018	Venezuela	Chuao	75%	5- B,S,C,V,L	acidic, cocoa, dried fruit	3.25
2234	Sweet Escalier	Japan	2018	Tanzania	Tanzania	75%	3- B,S,C	fatty, sour, off notes	2.75
2242	Sweet Escalier	Japan	2018	Peru	San Martin	70%	5- B,S,C,V,L	pungent, molasses, sour	2.5
2242	Sweet Escalier	Japan	2018	Brazil	Amazonas, Wild Cacao	70%	5- B,S,C,V,L	cardboard, cheesy	3
2234	Sweet Escalier	Japan	2018	Belize	Belize	70%	5- B,S,C,V,L	buttery, cheesy	3
2242	Soma	Canada	2018	Venezuela	Choroni, Aragua, Finca Torres Farm	70%	3- B,S,C	nutty, cocoa	4
2242	Soma	Canada	2018	Madagascar	Bejofo, Sambirano V., Akesson E.	70%	3- B,S,C	creamy, acidic, balanced	4
2068	Soma	Canada	2018	Haiti	Pisa, Creole Gardens	70%	3- B,S,C	sweet edge, lemon, muted	3
2068	Solstice	U.S.A.	2018	India	Anamalai	70%	3- B,S,C	molasses undertone, tangy	3.25
2112	Soeka	Netherlands	2018	Sulawesi	Sulawesi	66%	3- B,S*,C	nuts, fruit, cocoa	3.25
2104	Seahorse	U.S.A.	2018	Tanzania	Kokoa Kamili	70%	2- B,S	sticky, cherry, cocoa	3.25
2104	Seahorse	U.S.A.	2018	Honduras	Wampusirpi	70%	2- B,S	dry, earthy, surface mark	2.75
2108	Seahorse	U.S.A.	2018	Dominican Republic	Zorzal	70%	2- B,S	earthy, mild fruit, sticky	3
2036	Ruket	Italy	2018	Nicaragua	Nugu, lot 02N	70%	3- B,S,C	complex, coarse, astringent	3.5
2036	Ruket	Italy	2018	Haiti	Pisa, lot 03HA	75%	3- B,S,C	cocoa base, spice	3
2080	River-Sea	U.S.A.	2018	Tanzania	Kokoa Kamili, Morogoro	72%	3- B,S,C	muted, heavy roast	3
2158	Raphio	U.S.A.	2018	Tanzania	Kokoa Kamili, Kilombero batch IT7507	72%	3- B,S,C	creamy, complex, maple	3.75
2158	Raphio	U.S.A.	2018	Peru	El Gran Sapasoa, batch IP7487	72%	3- B,S,C	dominant spice	3.75
2146	Baiani	Brazil	2018	Brazil	Bahia, Vale Potumujo	70%	2- B,S	bland, sugary, large grits	3
2166	Raphio	U.S.A.	2018	Ecuador	Camino Verde	72%	3- B,S,C	floral, malt, high astringcy	3.5
2238	Qantu	Canada	2018	Peru	Bagua, Amazonas	70%	3- B,S,C	pungent, grapes	3
2166	Pump Street Bakery	U.K.	2018	Solomon Islands	Guadalcanal, Tenaru, David Natei F.	72%	3- B,S,C	dominant savory	3.25
2118	Primo Botanica	U.S.A.	2018	Tanzania	Kokoa Kamili, 2018 Harvest	75%	2- B,S*	sour palm, rich cocoa, fruit	3.25
2118	Primo Botanica	U.S.A.	2018	Peru	Choba Choba	75%	2- B,S*	molasses, coffee, cocoa	3.25
2056	Auro	Philippines	2018	Philippines	Saloy E., 2016	70%	3- B,S,C	long, bright fruit, sweet, sour	3.5
